state,issuer,dated_date,series,corp_project,deal_amount,sale_date,first_coupon_date,first_call_date,issue_type,offering_type,security_type,tax_status,bank_qualified,moody_rating,sp_rating,fitch_rating,bond_insurance,lead_manager,paying_agent,deal_id
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,03/12/2018,2018 A-1,Discovery Charter School Project/Discovery Charter School Project,"$55,000.00",03/07/2018,09/01/2018,04/26/2018,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x001035A346900151
CO,COLORADO EDL & CULTURAL FACS AUTH REV,04/05/2018,2018,Union Colony School Project/Union Colony School Project,"$18,585,000.00",03/22/2018,10/01/2018,04/05/2018,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Ba2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BB AND T CAPITAL MARKETS,UMB BANK NA,0x001035A00E95011F
NV,DIRECTOR ST NEV DEPT BUSINESS & IND CHARTER SCH LEASE REV,04/26/2018,2018-A,Somerset Academy/Somerset Academy,"$48,745,000.00",04/05/2018,12/15/2018,12/15/2025,Bond,Limited,LEASE - RENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,ZIONS BANK,0x001035ABDC9901CA
FL,FLORIDA DEV FIN CORP EDL FACS REV,04/19/2018,2018-A,Classical Preparatory Inc Project/Classical Preparatory Inc Project,"$4,290,000.00",04/12/2018,06/15/2018,06/15/2026,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BB AND T CAPITAL MARKETS,REGIONS BANK,0x001035F17D9C0134
MI,MERRITT ACADEMY MICH PUB SCH ACADEMY REV,04/30/2018,2018,N/A,"$6,695,000.00",03/28/2018,12/01/2018,12/01/2023,Bond,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,US BANK NA,0x001035D304970164
NY,BUILD NYC RESOURCE CORP N Y REV,05/15/2018,2018-B,Inwood Academy Leadership Charter School Project/Inwood Academy Leadership Charter School Project,"$435,000.00",05/01/2018,11/01/2018,N/A,Bond,Negotiated,REVENUE,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS,US BANK NA,0x00103501D3A10157
NY,BUILD NYC RESOURCE CORP N Y REV,05/15/2018,2018-A,Inwood Academy Leadership Charter School Project/Inwood Academy Leadership Charter School Project,"$17,560,000.00",05/01/2018,11/01/2018,05/01/2028,Bond,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS,US BANK NA,0x0010352DA9A20102
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,05/09/2018,2018-B,Heritage Community Charter School Inc Project/Heritage Community Charter School Inc Project,"$300,000.00",05/04/2018,01/15/2019,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x0010353A7EA401C4
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,05/09/2018,2018-A,Heritage Community Charter School Inc Project/Heritage Community Charter School Inc Project,"$6,680,000.00",05/04/2018,01/15/2019,07/15/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x001035397EA401C7
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,05/15/2018,2018-B,IC Imagine Project/IC Imagine Project,"$430,000.00",05/11/2018,07/01/2018,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CROSS POINT CAPITAL LLC,UMB BANK NA,0x0010350E6AA701E7
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,05/15/2018,2018 A-1,IC Imagine Project/IC Imagine Project,"$3,670,000.00",05/11/2018,07/01/2018,12/02/2019,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CROSS POINT CAPITAL LLC,UMB BANK NA,0x001035E163A70101
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,05/15/2018,2018 A-1,IC Imagine Project/IC Imagine Project,"$7,340,000.00",05/11/2018,07/01/2018,12/02/2019,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CROSS POINT CAPITAL LLC,UMB BANK NA,0x00103553B3A50161
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,11/01/2018,2018 A-2,IC Imagine Project/IC Imagine Project,"$2,655,000.00",05/11/2018,01/01/2019,12/02/2019,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CROSS POINT CAPITAL LLC,UMB BANK NA,0x001035AA7FEF011E
WI,PUBLIC FIN AUTH WIS EDL FAC REV,05/10/2018,2018-B,Explore Academy Project/Explore Academy Project,"$555,000.00",04/26/2018,08/01/2018,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,WILMINGTON TRUST NA,0x0010352296A00130
WI,PUBLIC FIN AUTH WIS EDL FAC REV,05/10/2018,2018-A,Explore Academy Project/Explore Academy Project,"$9,035,000.00",04/26/2018,08/01/2018,02/01/2026,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,WILMINGTON TRUST NA,0x0010352196A00133
PA,SOUTHCENTRAL PA GEN AUTH REV,04/20/2018,2018-A,York Academy Regional Charter School Project/York Academy Regional Charter School Project,"$35,500,000.00",04/17/2018,07/15/2018,07/15/2028,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,GEORGE K BAUM AND CO,ZIONS BANK,0x00103528B89D0129
UT,UTAH ST CHARTER SCH FIN AUTH CHARTER SCH REV,05/15/2018,2018-A,Scholar Academy Project/Scholar Academy Project,"$11,790,000.00",04/25/2018,10/15/2018,04/15/2021,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,US BANK NA,0x00103582CEA001C8
AR,ARKANSAS ST DEV FIN AUTH CAP IMPT REV,06/27/2018,2018-A,Lisa Academy Project/Lisa Academy Project,"$16,155,000.00",06/07/2018,01/01/2019,07/01/2023,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,REGIONS BANK,0x001035A94CB30172
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,06/27/2018,2018-A,Uplift Education/Uplift Education,"$39,390,000.00",06/07/2018,12/01/2018,06/01/2026,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,BANK OF NEW YORK MELLON TRUST CO NA,0x001035C3F7B301A3
CO,COLORADO EDL & CULTURAL FACS AUTH REV,06/12/2018,2018-B,New Vision Charter School Project/New Vision Charter School Project,"$540,000.00",06/07/2018,12/01/2018,06/01/2021,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x001035FF09B40166
CO,COLORADO EDL & CULTURAL FACS AUTH REV,06/12/2018,2018-A,New Vision Charter School Project/New Vision Charter School Project,"$23,135,000.00",06/07/2018,12/01/2018,06/01/2021,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x001035FE09B40167
UT,UTAH ST CHARTER SCH FIN AUTH CHARTER SCH REV,05/29/2018,2018-A,Wasatch Waldorf Charter School Project/Wasatch Waldorf Charter School Project,"$12,645,000.00",05/22/2018,11/15/2018,05/15/2021,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,US BANK TRUST CO NA,0x0010355E4AAD019D
UT,UTAH ST CHARTER SCH FIN AUTH CHARTER SCH REV,06/15/2018,2018-B,Utah County Academy of Sciences Project/Utah County Academy of Sciences Project,"$1,780,000.00",06/11/2018,01/15/2019,07/15/2021,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS & ASSOCIATES INC,US BANK NA,0x0010354B0EB501D4
UT,UTAH ST CHARTER SCH FIN AUTH CHARTER SCH REV,06/15/2018,2018-A,Utah County Academy of Sciences Project/Utah County Academy of Sciences Project,"$10,720,000.00",06/11/2018,01/15/2019,07/15/2021,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,US BANK NA,0x0010354A0EB501D5
CA,CALIFORNIA MUN FIN AUTH CHARTER SCH LEASE REV,07/11/2018,2018-B,Bella Mente Montessori Academy Project/Bella Mente Montessori Academy Project,"$485,000.00",06/28/2018,12/01/2018,07/11/2018,Bond,Limited,LEASE - RENT,US FEDERAL TAXABLE,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BB AND T CAPITAL MARKETS,ZIONS BANK,0x001035801EBD0107
CA,CALIFORNIA MUN FIN AUTH CHARTER SCH LEASE REV,07/11/2018,2018-A,Bella Mente Montessori Academy Project/Bella Mente Montessori Academy Project,"$15,485,000.00",06/28/2018,12/01/2018,07/11/2018,Bond,Limited,LEASE - RENT,US FEDERAL TAX EXEMPT,No,Ba1 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BB AND T CAPITAL MARKETS,ZIONS BANK,0x0010356E17BD01E0
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,07/12/2018,2018,Ednovate-Obligated Group/Ednovate-Obligated Group,"$15,155,000.00",06/27/2018,12/01/2018,06/01/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,WILMINGTON TRUST NA,0x0010353367BC01CC
CO,COLORADO EDL & CULTURAL FACS AUTH REV,07/13/2018,2018-A,Grand Peak Academy Project/Grand Peak Academy Project,"$20,975,000.00",07/11/2018,01/01/2019,07/01/2021,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x001035BF00C1015A
NY,HEMPSTEAD TOWN N Y LOC DEV CORP ED REV,06/26/2018,2018-B,The Academy Charter School Project/The Academy Charter School Project,"$1,945,000.00",06/15/2018,02/01/2019,01/01/2021,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,MANUFACTURERS AND TRADERS TRUST CO,0x001035E1FFB7018D
NY,HEMPSTEAD TOWN N Y LOC DEV CORP ED REV,06/26/2018,2018-A,The Academy Charter School Project/The Academy Charter School Project,"$19,520,000.00",06/15/2018,02/01/2019,02/01/2028,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,MANUFACTURERS AND TRADERS TRUST CO,0x001035ECFEB70181
FL,MIAMI-DADE CNTY FLA INDL DEV AUTH INDL DEV REV,07/06/2018,2018,Beacon College Prep Inc Project/Beacon College Prep Inc Project,"$11,900,000.00",06/25/2018,09/01/2018,12/01/2023,Bond,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,R SEELAUS AND CO INC,N/A,0x001035B74DB5016B
NJ,NEW JERSEY ECONOMIC DEV AUTH SCH REV,07/25/2018,2018-A,Foundation Academy Charter School Project/Foundation Academy Charter School Project,"$13,065,000.00",07/12/2018,01/01/2019,01/01/2028,Bond,Negotiated,LEASE - RENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB+ / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS,US BANK NA,0x0010356F12C2019B
AZ,LA PAZ CNTY ARIZ INDL DEV AUTH ED FAC LEASE REV,08/15/2018,2018-B,Harmony Public Schools Project/Harmony Public Schools Project,"$955,000.00",08/01/2018,02/15/2019,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,RAYMOND JAMES AND ASSOCIATES INC,REGIONS BANK,0x0010357A80CB0115
